"code";"libellé";"description";"type";"format";"minimum";"maximum";"enum";"granularity";"constraint";"reference"
"G205";"formation_rofessionnelle_nb_jours";"Formation - Formation professionnelle - Nombre de jours";"integer";"default";;;;;;
"G206";"formation_professionnelle_nb_participants";"Formation - Formation professionnelle - Nombre de participants";"integer";"default";;;;;;
"G207";"formations_dispensees_pesonnel_nb_jours";"Formation - Formations dispensées par le personnel - Nombre de jours";"integer";"default";;;;;;
"G211";"formation_personnel_nb_jours";"Formation - Formation du personnel - Nombre de jours";"integer";"default";;;;;;
"G213";"formation_reseau_nb_jours";"Formation - Formation des acteurs du tiers réseau - Nombre de jours";"integer";"default";;;;;;
"H101";"cooperation_ecoles";"Partenariat et coopération - Institutions - Établissements scolaires et universitaires - Écoles";"boolean";"default";;;;;;
"H102";"cooperation_ecoles_nb_actions";"Partenariat et coopération - Institutions - Établissements scolaires et universitaires - Écoles - Nombre de classes";"integer";"default";;;;;;
"H103";"cooperation_ecoles_nb_participants";"Partenariat et coopération - Institutions - Établissements scolaires et universitaires - Écoles - Estimation du nombre de participants";"integer";"default";;;;;;
"H104";"cooperation_colleges";"Partenariat et coopération - Institutions - Établissements scolaires et universitaires - Collèges";"boolean";"default";;;;;;
"H105";"cooperation_colleges_nb_actions";"Partenariat et coopération - Institutions - Établissements scolaires et universitaires - Collèges - Nombre de classes";"integer";"default";;;;;;
"H106";"cooperation_colleges_nb_participants";"Partenariat et coopération - Institutions - Établissements scolaires et universitaires - Collèges - Estimation du nombre de participants";"integer";"default";;;;;;
"H107";"cooperation_lycees";"Partenariat et coopération - Institutions - Établissements scolaires et universitaires - Lycées";"boolean";"default";;;;;;
"H108";"cooperation_lycees_nb_actions";"Partenariat et coopération - Institutions - Établissements scolaires et universitaires - Lycées - Nombre de classes";"integer";"default";;;;;;
"H109";"cooperation_lycees_nb_participants";"Partenariat et coopération - Institutions - Établissements scolaires et universitaires - Lycées - Estimation du nombre de participants";"integer";"default";;;;;;
"H110";"cooperation_superieur";"Partenariat et coopération - Institutions - Établissements scolaires et universitaires - Supérieur";"boolean";"default";;;;;;
"H111";"cooperation_superieur_nb_participants";"Partenariat et coopération - Institutions - Établissements scolaires et universitaires - Supérieur - Estimation du nombre de participants";"integer";"default";;;;;;
"H112";"cooperation_hopitaux";"Partenariat et coopération - Institutions - Hôpitaux";"boolean";"default";;;;;;
"H113";"cooperation_hopitaux_nb_participants";"Partenariat et coopération - Institutions - Hôpitaux - Estimation du nombre de participants";"integer";"default";;;;;;
"H114";"cooperation_prisons";"Partenariat et coopération - Institutions - Prisons, Centres de semi-liberté, protection judiciaire de la jeunesse";"boolean";"default";;;;;;
"H115";"cooperation_prisons_nb_participants";"Partenariat et coopération - Institutions - Prisons, Centres de semi-liberté, protection judiciaire de la jeunesse - estimation du nombre de participants";"integer";"default";;;;;;
"H116";"cooperation_maisons_retraite";"Partenariat et coopération - Institutions - Maisons de retraite";"boolean";"default";;;;;;
"H117";"cooperation_maisons_retraite_nb_participants";"Partenariat et coopération - Institutions - Maisons de retraite - Estimation du nombre de participants";"integer";"default";;;;;;
"H118";"cooperation_centres_sociaux";"Partenariat et coopération - Institutions - Centres sociaux";"boolean";"default";;;;;;
"H119";"cooperation_centres_sociaux_nb_participants";"Partenariat et coopération - Institutions - Centres sociaux - Estimation du nombre de participants";"integer";"default";;;;;;
"H120";"cooperation_centres_loisirs";"Partenariat et coopération - Institutions - Centres de loisirs";"boolean";"default";;;;;;
"H121";"cooperation_centres_loisirs_nb_participants";"Partenariat et coopération - Institutions - Centres de loisirs - Estimation du nombre de participants";"integer";"default";;;;;;
"H122";"cooperation_petite_enfance";"Partenariat et coopération - Institutions - Services de la petite enfance";"boolean";"default";;;;;;
"H123";"cooperation_petite_enfance_nb_participants";"Partenariat et coopération - Institutions - Services de la petite enfance - estimation du nombre de participants";"integer";"default";;;;;;
"H124";"cooperation_services_emploi";"Partenariat et coopération - Institutions - Services de l'emploi";"boolean";"default";;;;;;
"H125";"cooperation_services_emploi_nb_participants";"Partenariat et coopération - Institutions - Services de l'emploi - Estimation du nombre de participants";"integer";"default";;;;;;
"H126";"cooperation_autres";"Partenariat et coopération - Institutions - Autres";"boolean";"default";;;;;;
"H127";"cooperation_autres_nb_participants";"Partenariat et coopération - Institutions - Autres - Estimation du nombre de participants";"integer";"default";;;;;;
"H128";"cooperation_medicosocial";"Partenariat et coopération - Institutions - Établissements médico-sociaux";"boolean";"default";;;;;;
"H129";"cooperation_medicosocial_nb_participants";"Partenariat et coopération - Institutions - Établissements médico-sociaux - Estimation du nombre de participants";"integer";"default";;;;;;
"H130";"cooperation_ecoles_nb_accueils_classes";"Partenariat et coopération - Institutions - Établissements scolaires et universitaires - Écoles - Nombre d’accueils de classes";"integer";"default";;;;;;
"H131";"cooperation_colleges_nb_accueils_classes";"Partenariat et coopération - Institutions - Établissements scolaires et universitaires - Collèges - Nombre d’accueils de classes";"integer";"default";;;;;;
"H132";"cooperation_lycees_nb_accueils_classes";"Partenariat et coopération - Institutions - Établissements scolaires et universitaires - Lycées - Nombre d’accueils de classes";"integer";"default";;;;;;
"H202";"cooperation_musee";"Partenariat et coopération - Équipements culturels - Musées, centres d'art, ...";"boolean";"default";;;;;;
"H204";"cooperation_archives";"Partenariat et coopération - Équipements culturels - Archives";"integer";"default";;;;;;
"H206";"cooperation_conservatoire";"Partenariat et coopération - Équipements culturels - Conservatoire ou école de musique";"boolean";"default";;;;;;
"H208";"cooperation_cinema";"Partenariat et coopération - Équipements culturels - Cinéma";"integer";"default";;;;;;
"H210";"cooperation_theatre";"Partenariat et coopération - Équipements culturels - Théâtre";"boolean";"default";;;;;;
"H212";"cooperation_spectacle_vivant";"Partenariat et coopération - Équipements culturels - Salle de spectacle ou troupe de spectacle vivant";"integer";"default";;;;;;
"H214";"cooperation_librairie";"Partenariat et coopération - Équipements culturels - Librairie";"boolean";"default";;;;;;
"H216";"cooperation_autres";"Partenariat et coopération - Équipements culturels - Autres";"integer";"default";;;;;;
"H301";"cooperation_associations_culturelles";"Partenariat et coopération - Structures associatives - Culture";"boolean";"default";;;;;;
"H302";"cooperation_nb_associations_culturelles";"Partenariat et coopération - Structures associatives - Culture - Nombre d'associations";"integer";"default";;;;;;
"H304";"cooperation_associations_culturelles_livre_lecture";"Partenariat et coopération - Structures associatives - Culture - dont livre et lecture";"boolean";"default";;;;;;
"H305";"cooperation_nb_associations_culturelles_livre_lecture";"Partenariat et coopération - Structures associatives - Culture - dont livre et lecture - Nombre d'associations";"integer";"default";;;;;;
"H307";"cooperation_associations_autres";"Partenariat et coopération - Structures associatives - Autres";"boolean";"default";;;;;;
"H308";"cooperation_nb_associations_autres";"Partenariat et coopération - Structures associatives - Autres - Nombre d'associations";"integer";"default";;;;;;
"H401";"actions_in_situ_expositions";"Actions au sein de l'établissement - Expositions";"boolean";"default";;;;;;
"H402";"actions_in_situ_expositions_tout_public";"Actions au sein de l'établissement - Expositions - Pour tout public";"integer";"default";;;;;;
"H403";"actions_in_situ_expositions_enfants";"Actions au sein de l'établissement - Expositions - Pour enfants";"integer";"default";;;;;;
"H409";"actions_in_situ_conferences";"Actions au sein de l'établissement - Animations dont - Conférences, rencontres, lectures";"boolean";"default";;;;;;
"H410";"actions_in_situ_conferences_tout_public";"Actions au sein de l'établissement - Animations dont - Conférences, rencontres, lectures - Pour tout public";"integer";"default";;;;;;
"H411";"actions_in_situ_conferences_enfants";"Actions au sein de l'établissement - Animations dont - Conférences, rencontres, lectures - Pour enfants";"integer";"default";;;;;;
"H412";"actions_in_situ_conferences_nb_participants";"Actions au sein de l'établissement - Animations dont - Conférences, rencontres, lectures - Nombre de participants";"integer";"default";;;;;;
"H417";"actions_in_situ_contes";"Actions au sein de l'établissement - Animations dont - Séances de conte";"boolean";"default";;;;;;
"H418";"actions_in_situ_contes_enfants";"Actions au sein de l'établissement - Animations dont - Séances de conte - Pour enfants";"integer";"default";;;;;;
"H419";"actions_in_situ_contes_nb_participants";"Actions au sein de l'établissement - Animations dont - Séances de conte - Nombre de participants";"integer";"default";;;;;;
"H424";"actions_in_situ_fetes_salons";"Actions au sein de l'établissement - Animations dont - Fêtes, salons du livre, festivals";"boolean";"default";;;;;;
"H425";"actions_in_situ_fetes_salons_tout_public";"Actions au sein de l'établissement - Animations dont - Fêtes, salons du livre, festivals - Pour tout public";"integer";"default";;;;;;
"H426";"actions_in_situ_fetes_salons_enfants";"Actions au sein de l'établissement - Animations dont - Fêtes, salons du livre, festivals - Pour enfants";"integer";"default";;;;;;
"H428";"actions_in_situ_autres";"Actions au sein de l'établissement - Animations dont - Autres";"boolean";"default";;;;;;
"H429";"actions_in_situ_autres_tout_public";"Actions au sein de l'établissement - Animations dont - Autres - Pour tout public";"integer";"default";;;;;;
"H430";"actions_in_situ_autres_enfants";"Actions au sein de l'établissement - Animations dont - Autres - Pour enfants";"integer";"default";;;;;;
"H436";"actions_in_situ_contes_tout_public";"Actions au sein de l'établissement - Animations dont - Séances de conte - Pour tout public";"integer";"default";;;;;;
"H437";"actions_in_situ_concert";"Actions au sein de l'établissement - Concert";"boolean";"default";;;;;;
"H438";"actions_in_situ_concert_tout_public";"Actions au sein de l'établissement - Pour tout public - Concert";"integer";"default";;;;;;
"H439";"actions_in_situ_concert_enfants";"Actions au sein de l'établissement - Pour enfants - Concert";"integer";"default";;;;;;
"H440";"actions_in_situ_concert_nb_participants";"Actions au sein de l'établissement - Nombre de participants - Concert";"integer";"default";;;;;;
"H441";"actions_in_situ_projection";"Actions au sein de l'établissement - Projection";"boolean";"default";;;;;;
"H442";"actions_in_situ_projection_tout_public";"Actions au sein de l'établissement - Pour tout public - Projection";"integer";"default";;;;;;
"H443";"actions_in_situ_projection_enfants";"Actions au sein de l'établissement - Pour enfants - Projection";"integer";"default";;;;;;
"H444";"actions_in_situ_projection_nb_participants";"Actions au sein de l'établissement - Nombre de participants - Projection";"integer";"default";;;;;;
"H445";"actions_in_situ_club_lecture";"Actions au sein de l'établissement - Clubs de lecteurs";"boolean";"default";;;;;;
"H446";"actions_in_situ_club_lecture_tout_public";"Actions au sein de l'établissement - Pour tout public - Clubs de lecteurs";"integer";"default";;;;;;
"H447";"actions_in_situ_club_lecture_enfants";"Actions au sein de l'établissement - Pour enfants - Clubs de lecteurs";"integer";"default";;;;;;
"H448";"actions_in_situ_club_lecture_nb_participants";"Actions au sein de l'établissement - Nombre de participants - Clubs de lecteurs";"integer";"default";;;;;;
"H449";"actions_in_situ_ateliers_ecriture";"Actions au sein de l'établissement - Ateliers d'écriture";"boolean";"default";;;;;;
"H450";"actions_in_situ_ateliers_ecriture_pour_tous_pu";"Actions au sein de l'établissement - Pour tout public - Ateliers d'écriture";"integer";"default";;;;;;
"H451";"actions_in_situ_ateliers_ecriture_pour_enfants";"Actions au sein de l'établissement - Pour enfants - Ateliers d'écriture";"integer";"default";;;;;;
"H452";"actions_in_situ_ateliers_ecriture_nb_participants";"Actions au sein de l'établissement - Nombre de participants - Ateliers d'écriture";"integer";"default";;;;;;
"H453";"actions_in_situ_jeux_video_sur_place";"Actions au sein de l'établissement - Jeux vidéo sur place";"boolean";"default";;;;;;
"H454";"actions_in_situ_jeux_video_sur_place_tout_public";"Actions au sein de l'établissement - Pour tout public - Jeux vidéo sur place";"integer";"default";;;;;;
"H455";"actions_in_situ_jeux_video_sur_place_enfants";"Actions au sein de l'établissement - Pour enfants - Jeux vidéo sur place";"integer";"default";;;;;;
"H456";"actions_in_situ_jeux_video_sur_place_nb_participants";"Actions au sein de l'établissement - Nombre de participants - Jeux vidéo sur place";"integer";"default";;;;;;
"H457";"actions_in_situ_jeux_de_societe_sur_place";"Actions au sein de l'établissement - Jeux de société sur place";"boolean";"default";;;;;;
"H458";"actions_in_situ_jeux_de_societe_sur_place_tout_public";"Actions au sein de l'établissement - Pour tout public - Jeux de société sur place";"integer";"default";;;;;;
"H459";"actions_in_situ_jeux_de_societe_sur_place_enfants";"Actions au sein de l'établissement - Pour enfants - Jeux de société sur place";"integer";"default";;;;;;
"H460";"actions_in_situ_jeux_de_societe_sur_place_nb_participants";"Actions au sein de l'établissement - Nombre de participants - Jeux de société sur place";"integer";"default";;;;;;
"H461";"actions_in_situ_ateliers";"Actions au sein de l'établissement - Ateliers";"boolean";"default";;;;;;
"H462";"actions_in_situ_ateliers_tout_public";"Actions au sein de l'établissement - Pour tout public - Ateliers";"integer";"default";;;;;;
"H463";"actions_in_situ_ateliers_enfants";"Actions au sein de l'établissement - Pour enfants - Ateliers";"integer";"default";;;;;;
"H464";"actions_in_situ_ateliers_nb_participants";"Actions au sein de l'établissement - Nombre de participants - Ateliers";"integer";"default";;;;;;
"H465";"actions_in_situ_mediation_numerique";"Actions au sein de l'établissement - Médiation numérique";"boolean";"default";;;;;;
"H466";"actions_in_situ_mediation_numerique_tout_public";"Actions au sein de l'établissement - Pour tout public - Médiation numérique";"integer";"default";;;;;;
"H467";"actions_in_situ_mediation_numerique_enfants";"Actions au sein de l'établissement - Pour enfants - Médiation numérique";"integer";"default";;;;;;
"H468";"actions_in_situ_mediation_numerique_nb_participants";"Actions au sein de l'établissement - Nombre de participants - Médiation numérique";"integer";"default";;;;;;
"H469";"actions_in_situ_escape_game";"Actions au sein de l'établissement - Escape Game";"boolean";"default";;;;;;
"H470";"actions_in_situ_escape_game_tout_public";"Actions au sein de l'établissement - Pour tout public - Escape Game";"integer";"default";;;;;;
"H471";"actions_in_situ_escape_game_enfants";"Actions au sein de l'établissement - Pour enfants - Escape Game";"integer";"default";;;;;;
"H472";"actions_in_situ_escape_game_nb_participants";"Actions au sein de l'établissement - Nombre de participants - Escape Game";"integer";"default";;;;;;
"H473";"actions_in_situ_formation_vie";"Actions au sein de l'établissement - Formation tout au long de la vie";"boolean";"default";;;;;;
"H474";"actions_in_situ_formation_vie_tout_public";"Actions au sein de l'établissement - Pour tout public - Formation tout au long de la vie";"integer";"default";;;;;;
"H475";"actions_in_situ_formation_vie_enfants";"Actions au sein de l'établissement - Pour enfants - Formation tout au long de la vie";"integer";"default";;;;;;
"H476";"actions_in_situ_formation_vie_nb_participants";"Actions au sein de l'établissement - Nombre de participants - Formation tout au long de la vie";"integer";"default";;;;;;
"H477";"actions_in_situ_propositions_en_libre_acces";"Actions au sein de l'établissement - Propositions en libre accès";"boolean";"default";;;;;;
"H478";"actions_in_situ_propositions_en_libre_acces_tout_public";"Actions au sein de l'établissement - Pour tout public - Propositions en libre accès";"integer";"default";;;;;;
"H479";"actions_in_situ_propositions_en_libre_acces_enfants";"Actions au sein de l'établissement - Pour enfants - Propositions en libre accès";"integer";"default";;;;;;
"H480";"actions_in_situ_emi";"Actions au sein de l'établissement - Education aux médias et à l'information (EMI)";"boolean";"default";;;;;;
"H481";"actions_in_situ_emi_tout_public";"Actions au sein de l'établissement - Pour tout public - EMI";"integer";"default";;;;;;
"H482";"actions_in_situ_emi_enfants";"Actions au sein de l'établissement - Pour enfants - EMI";"integer";"default";;;;;;
"H483";"actions_in_situ_emi_nb_participants";"Actions au sein de l'établissement - Nombre de participants - EMI";"integer";"default";;;;;;
"H484";"actions_in_situ_ateliers_participatifs";"Actions au sein de l'établissement - Ateliers participatifs";"boolean";"default";;;;;;
"H485";"actions_in_situ_ateliers_participatifs_tout_public";"Actions au sein de l'établissement - Pour tout public - Ateliers participatifs";"integer";"default";;;;;;
"H486";"actions_in_situ_ateliers_participatifs_enfants";"Actions au sein de l'établissement - Pour enfants - Ateliers participatifs";"integer";"default";;;;;;
"H487";"actions_in_situ_spectacles";"Actions au sein de l'établissement - Animations dont - Spectacles";"integer";"default";;;;;;
"H488";"actions_in_situ_spectacles_tout_public";"Actions au sein de l'établissement - Animations dont - Pour tout public - Spectacles";"integer";"default";;;;;;
"H489";"actions_in_situ_spectacles_enfants";"Actions au sein de l'établissement - Animations dont - Pour enfants - Spectacles";"integer";"default";;;;;;
"H501";"actions_hors_les_murs";"Actions hors de l'établissement - Actions hors les murs";"boolean";"default";;;;;;
"H502";"actions_hors_les_murs_nb_actions";"Actions hors de l'établissement - Actions hors les murs - Nombre d'actions";"integer";"default";;;;;;
"H504";"actions_hors_les_murs_portage";"Actions hors de l'établissement - Portage à domicile";"boolean";"default";;;;;;
"H505";"actions_hors_les_murs_portage_nb_actions";"Actions hors de l'établissement - Portage à domicile - Nombre d’actions";"integer";"default";;;;;;
"H506";"actions_hors_les_murs_portage_nb_participants";"Actions hors de l'établissement - Portage à domicile - Nombre de participants";"integer";"default";;;;;;
"H601";"actions_cooperation_locale";"Actions de coopération - Coopération locale";"boolean";"default";;;;;;
"H604";"actions_cooperation_nationale";"Actions de coopération - Coopération nationale";"boolean";"default";;;;;;
"H607";"actions_cooperation_intenationale";"Actions de coopération - Coopération internationale";"boolean";"default";;;;;;
"H611";"actions_cooperation_locale_catalogue";"Actions de coopération - Coopération locale - Catalogue commun";"boolean";"default";;;;;;
"H612";"actions_cooperation_locale_portail";"Actions de coopération - Coopération locale - Portail documentaire commun";"boolean";"default";;;;;;
"H613";"actions_cooperation_locale_poldoc";"Actions de coopération - Coopération locale - Politique documentaire commune";"boolean";"default";;;;;;
"H614";"actions_cooperation_locale_navette";"Actions de coopération - Coopération locale - Navette documentaire";"boolean";"default";;;;;;
"H615";"actions_cooperation_locale_carte_unique";"Actions de coopération - Coopération locale - Carte unique de lecteur";"boolean";"default";;;;;;
"H616";"actions_cooperation_locale_autre";"Actions de coopération - Coopération locale - Autre action de coopération intercommunale";"boolean";"default";;;;;;
"H617";"actions_cooperation_locale_action_culturelle";"Actions de coopération - Coopération locale - Action culturelle commune";"boolean";"default";;;;;;
"H618";"actions_cooperation_intercommunale";"Actions de coopération - Coopération intercommunale";"boolean";"default";;;;;;
"H619";"actions_cooperation_hors_epci";"Actions de coopération - Coopération avec d'autres bibliothèques hors EPCI";"boolean";"default";;;;;;
"H620";"actions_cooperation_bd_hors_convention";"Actions de coopération - Coopération avec la bibliothèque départementale hors convention";"boolean";"default";;;;;;
"H704";"actions_handicap";"Actions et services à destination de publics à besoins spécifiques - Personnes en situation de handicap";"boolean";"default";;;;;;
"H706";"actions_handicap_nb_participants";"Actions et services à destination de publics à besoins spécifiques - Personnes en situation de handicap - Nombre de participants";"integer";"default";;;;;;
"H713";"actions_emploi";"Actions et services à destination de publics à besoins spécifiques - Personnes en recherche d'emploi";"boolean";"default";;;;;;
"H714";"actions_emploi_nb_actions";"Actions et services à destination de publics à besoins spécifiques - Personnes en recherche d'emploi - Nombre d'actions";"integer";"default";;;;;;
"H715";"actions_emploi_nb_participants";"Actions et services à destination de publics à besoins spécifiques - Personnes en recherche d'emploi - Nombre de participants";"integer";"default";;;;;;
"H716";"actions_illettrisme";"Actions et services à destination de publics à besoins spécifiques - Personnes en situation illettrisme";"boolean";"default";;;;;;
"H717";"actions_illettrisme_nb_actions";"Actions et services à destination de publics à besoins spécifiques - Personnes en situation illettrisme - Nombre d'actions";"integer";"default";;;;;;
"H718";"actions_illettrisme_nb_participants";"Actions et services à destination de publics à besoins spécifiques - Personnes en situation illettrisme - Nombre de participants";"integer";"default";;;;;;
"H719";"actions_non_francophones";"Actions et services à destination de publics à besoins spécifiques - Populations non francophones";"boolean";"default";;;;;;
"H721";"actions_non_francophones_nb_participants";"Actions et services à destination de publics à besoins spécifiques -Populations non francophones - Nombre de participants";"integer";"default";;;;;;
"H725";"actions_insertion";"Actions et services à destination de publics à besoins spécifiques -Population en situation d’insertion sociale";"boolean";"default";;;;;;
"H726";"actions_insertion_nb_actions";"Actions et services à destination de publics à besoins spécifiques -Population en situation d’insertion sociale - Nombre d'actions";"integer";"default";;;;;;
"H727";"actions_insertion_pop";"Actions et services à destination de publics à besoins spécifiques -Population en situation d’insertion sociale - Nombre de participants";"integer";"default";;;;;;
"H729";"actions_handicap_nb_actions_tout_public";"Nombre d'actions - Pour tout public - Personnes en situation de handicap";"integer";"default";;;;;;
"H730";"actions_handicap_nb_actions_enfants";"Nombre d'actions - Pour enfants - Personnes en situation de handicap";"integer";"default";;;;;;
